path,total_conversions,total_conversion_value,total_null
Push Notifications,6,11.77275,27
Push Notifications,30,103.8512195,117
Paid Search > Display > Paid Social > Push Notifications,1,3.334,3
Display > Push Notifications > Display > Push Notifications,1,6.36,3
Paid Search > Paid Search > Paid Search > SMS > Paid Search > Display > Paid Search > Paid Search > Display > Paid Search > Paid Social,1,3.162,3
Paid Search > Paid Search > Paid Search > Paid Search > Push Notifications > Paid Search > SMS > Paid Search,1,2.8,2
Email > Push Notifications,1,7.237,2
Paid Search > Paid Search > Display > Display,1,5.48,2
Push Notifications,5,11.89166667,15
Paid Search > Internal Campaign > Videos > Internal Campaign,3,8.13,9
Push Notifications > Paid Search > Push Notifications > Paid Search > Display > Paid Search,1,14.651,3
Paid Search > Push Notifications > Paid Social > Paid Search,1,5.57,2
Paid Search > Paid Search > Paid Search,3,10.51,10
Paid Search > Push Notifications,0,0,3
Paid Search > Paid Search > Paid Search > Push Notifications,1,3.255,2
Push Notifications > SMS,1,2.03,3
Email > Display,1,2.758,2
Display > Push Notifications > Push Notifications,0,0,3
Email > Paid Social > Paid Search,1,5,2
Paid Search > Paid Search > Paid Search,1,2.7,3
Display > Paid Search,1,13.279,3
Paid Search > Paid Search > Paid Search > Paid Search > Paid Search > Paid Search > Paid Search,1,2.265,3
Push Notifications > Email > Videos,1,4.974,2
Display > Display > Display > Display > Display > Display > Display > Display > Display > Display,1,6.8,2
Display > Email > Display > Email > Display > Email > Display > Email,1,2.958,2
Paid Search > Paid Search > Paid Search > Paid Search > Paid Search > Paid Search > Paid Search > Email > Paid Search > Email > Paid Search > Email > Paid Social > Paid Social > Paid Search > Paid Search > Paid Search,1,1.42,3
Push Notifications > Affiliate > Push Notifications > Affiliate > Push Notifications > Affiliate > Paid Social,1,9.069,3
Push Notifications > Paid Social > Affiliate > Email > Push Notifications > Affiliate > Push Notifications,1,2.54,3
Paid Search > Paid Search > Paid Search > Paid Search > Paid Search > Paid Search > Paid Search > Paid Social,0,0,3
Paid Social > Paid Search > Paid Search > SMS > Paid Search > Paid Social > Paid Search > Paid Search > Paid Social > Paid Search > Paid Search > Push Notifications > Paid Social > Paid Search > Paid Search > Paid Social > Paid Social > Paid Social > Paid Social > Paid Search > Paid Search > Push Notifications > Paid Search > Paid Search > Paid Social > Paid Social > Paid Social > Display > Paid Search > Paid Search,1,3.772,2
Direct Mail > Push Notifications,1,2.2,3
Push Notifications > Push Notifications > Push Notifications > Push Notifications > Display > SMS > Videos > Videos > Videos,1,14.84,2
Paid Social > Paid Social > Paid Social > Paid Social > Paid Social > Paid Social > Paid Social > Paid Social > Paid Social > Display > Paid Social > Paid Social > Paid Social > Paid Social,1,2.072,3
Display > Display > Display > SMS > Display > SMS > Display > Push Notifications > Display > Display > Display > Display > Push Notifications,1,2.83,3
Email > Paid Search > Paid Search > Paid Search > Display > Push Notifications > Paid Social > Paid Search > Paid Search > Paid Search > Paid Search > Videos,0,0,2
Display,1,8.08,3
Paid Search > Display > Paid Social > Display > Display > Push Notifications,0,0,2
Paid Search > Paid Search > Paid Search > Paid Search > Paid Search > Paid Search > Paid Search > Push Notifications > Paid Search > Paid Social,1,3.78,2
Paid Search > Paid Search > Paid Social > Direct Mail > Paid Social > Paid Search,1,11.672,3
Display > Display > Display > Display > Paid Social,1,2.9,3
Push Notifications,1,11.154,2
Paid Search > SMS > Videos > Paid Search > SMS > Videos > SMS > Videos > Videos > Paid Social > Affiliate > Paid Search > Display > Push Notifications > Email,1,8.394,3
Email > Paid Social > Paid Social > Paid Search > Paid Social > Paid Social > Paid Search > Paid Social > Paid Social,1,1.7,2
Push Notifications > Paid Social > Paid Social,1,1.97,2
Display > Paid Search > Display > Email > Paid Search > Paid Search > Email > Push Notifications > Videos,1,2.948,2
Internal Campaign > Affiliate,1,2.046,3
Display > Display > Display > Display > Display > Paid Social > Push Notifications,1,4.064,3
Affiliate > Push Notifications,1,2.259,3
Paid Search > Paid Social > Email > Paid Social > Paid Social > Paid Search > Paid Search > Paid Search > Paid Search > Paid Search > Paid Search,1,11.518,2
Direct Mail > Paid Search > Paid Search > Push Notifications > Push Notifications > Videos > Paid Social > Videos > Email > Internal Campaign,1,49.795,2
Direct Mail > Push Notifications,1,12.886,3
Paid Search > Paid Search > Paid Search > Paid Search > Paid Search > Paid Search > Display,1,2.755,2
Push Notifications,1,2.75,3
Display > Display > Paid Social > Videos > Display > Videos > Display > Paid Social > Videos > Videos > Videos > Videos,1,4.2,3
Paid Search > Paid Social > Display,1,4.243,2
Paid Search > Paid Search > Direct Mail > Paid Social > Paid Search > Paid Search > Paid Search > Paid Search > Paid Social > Paid Search > Paid Search,0,0,2
Push Notifications > Paid Social > Push Notifications,1,1.45,3
Paid Search > Push Notifications,0,0,3
Paid Search > Paid Search > Paid Search > Videos > Videos,1,10.8,2
Internal Campaign > Paid Social > Paid Social > Paid Social > Paid Social > Paid Social > Paid Social > Paid Search > Display > Push Notifications > Paid Social > Paid Social > Paid Social > Push Notifications > Paid Social,2,16.252,5
Paid Search > Paid Social > Paid Search > Paid Social > Videos,0,0,3
Paid Search > Email > Paid Search > Paid Search > Paid Search > Paid Search > Videos,1,2.5,5
Paid Social > Affiliate > Videos > Affiliate > Email,1,2.64,3
Videos > Push Notifications > Paid Social > Videos > Affiliate > Push Notifications > Paid Social,0,0,2
Display > Paid Search > Paid Search > Display > Paid Search > Paid Search > Paid Search > Push Notifications > Push Notifications > Push Notifications > Paid Search > Paid Search,1,2.4,2
Display > Push Notifications,1,3.289,2
Push Notifications,1,3.317,2
Paid Search > Push Notifications > Push Notifications,0,0,2
Push Notifications > Email,0,0,3
Push Notifications,1,16.415,2
Display > Display > Paid Social > Push Notifications > Paid Social,1,4.06,2
Paid Search > Videos > Videos > Videos > Email > Paid Search > Paid Search > Paid Social > Paid Search > Paid Search > Videos > Videos,0,0,2
Display > Email,2,21.752,9
Display > Display > Display > Paid Search > Paid Search > Email,1,8.111,2
Paid Search > Paid Search > Paid Social > Paid Social > SMS > Paid Search > Paid Search > Email > Paid Search,0,0,3
Display > Email > Display > Email,1,6.005,3
Display > Videos > Paid Search > Affiliate > Affiliate > Affiliate,1,2.431,2
Paid Search > Paid Search > Paid Search > Display > Paid Social > Paid Social > Paid Social > Paid Social > Display > Push Notifications,1,3.105,2
Email > Email > Paid Social > Paid Social > Display > Email > Email,1,4.23,3
Paid Search > Paid Search > Paid Search > Paid Search > Paid Social,0,0,3
Display > Paid Search > Paid Search > Paid Search > Paid Search > Paid Search > Paid Search > Paid Search,1,7.3,3
Paid Search > Paid Social > Paid Search > Paid Search > Paid Search > Paid Social > Paid Search > Paid Search > Paid Social > Paid Search,1,1.05,3
Display > Paid Social > Paid Search > Paid Search > Paid Search > Paid Search > Paid Search > Paid Search > Paid Search,0,0,2
Affiliate > Paid Search > Affiliate > Paid Social > Paid Social > Email,0,0,3
Paid Search > Paid Search > Paid Search > Push Notifications,1,0.022,3
Paid Search > Paid Search > Display > Display,1,1.28,3
Push Notifications > Push Notifications > Push Notifications > Push Notifications > Paid Social,1,4.506,3
Display > Paid Search > Push Notifications,1,4.88,3
Paid Search > Paid Search > Paid Search > Email,0,0,3
Display > Display > Paid Social > Paid Social,1,3.192,2
Paid Search > Paid Search > Paid Search > SMS > Paid Search > Internal Campaign > Paid Search,0,0,3
Display > Paid Search > Display,1,1.4,2
Push Notifications,2,11.501,6
Push Notifications,1,3.119,2
Videos > Videos > Paid Search > Paid Social > Paid Social > Paid Social > Paid Social > Paid Social > Paid Social > Paid Social > Paid Social,1,3.94,3
Display > Push Notifications,3,11.859,8
Display > Push Notifications,0,0,3
Paid Search > Paid Social > Paid Social > Paid Social > Paid Social > Paid Social > Paid Social > Paid Social > Videos > Videos,1,4.014,2
Paid Search > SMS > SMS > Videos,1,7.598,3
Paid Search > Display > Email,0,0,3
Paid Search > Display > Paid Search > Display > Paid Search > Display > Paid Search,1,2.788,2
Paid Search > Display > Display > Push Notifications > Videos > Email > Paid Social > Paid Search > Paid Search > Paid Search > Paid Search > Paid Search > Paid Search > Paid Search > Paid Search > Paid Search,2,7,6
Email > Email > Paid Social > Display > Display > Email > Email > Display > Email,1,5.18,2
Paid Search > Email > Email,1,2,2
Paid Search > Videos > Videos > Videos > Videos > Paid Social > Videos > Paid Search > Videos > Videos,1,4.503,3
Display > Display > Email > Push Notifications > Email > Email > Email > Paid Social > Push Notifications,1,3.283,3
Paid Search > Paid Social > Paid Social > Paid Search > Paid Search > Paid Search,1,2.505,2
Push Notifications > SMS > Paid Search > SMS > Paid Social,1,11.594,2
Push Notifications > Paid Search > Paid Search > Email > Paid Search > Paid Search,1,2.82,2
Push Notifications,2,5.935,6
Paid Social > Direct Mail > Paid Social,1,1.6565,5
Display > Display > Display > Paid Social,1,3.316,3
Display > Display,0,0,2
Videos > Affiliate > Paid Social > Videos > Paid Social,1,17.625,3
Display > Email,1,1.122,3
Paid Search > Push Notifications > Paid Search > Paid Search,1,7.53,3
Paid Search > Push Notifications,1,6.437,3
Display > Paid Social > Push Notifications > Display > Display > Push Notifications,1,4.0975,5
Paid Search > Paid Social > Paid Search > Paid Search > Paid Search > Paid Search,32,142.0438974,132
Push Notifications > Push Notifications > Paid Search > Paid Search,1,2.8,2
Display > Display > Email,1,3.1,2
Push Notifications > Email > Push Notifications,0,0,6
Email > Email > Email > Email > Email > Email,1,1.97,3
Push Notifications,1,5.676,2
Display > Paid Social > Paid Social > Display > Push Notifications > Display > Push Notifications,1,1.631,3
Push Notifications > Paid Social,1,2.68,2
Email > Email > Paid Search > Direct Mail,1,3.547,2
Email > Display > Push Notifications,1,4.795,2
Push Notifications > Videos,1,3.4,3
Display > Push Notifications,1,5.077,2
Push Notifications,79,215.6326545,378
Paid Search > Email > Push Notifications > Paid Search > Email > Push Notifications > Paid Search > Paid Social > Paid Search,1,2,3
Paid Search > Paid Search > Display > Display > Email,0,0,2
Display > Display > Paid Search > Display > Display > Display > Display > SMS,1,2.415,3
Display > Display > Paid Social > Display > Push Notifications,2,2.9,6
Display,1,2.518,3
Display > Push Notifications,0,0,2
Display > Push Notifications,0,0,3
Paid Search > Paid Search > Paid Search > Videos,1,2.322,2
Internal Campaign > Push Notifications,0,0,3
Email > Affiliate > Affiliate > Email > Email > Videos > Videos > Email > Videos > Email > Email > Display > Display > Email > SMS > Email,1,3.165,3
Push Notifications > Push Notifications > Display > Push Notifications > Paid Social > Display > Push Notifications,0,0,3
Paid Search > Paid Social > Paid Search > Paid Social > Paid Social > Paid Social > Paid Social > Paid Social > Paid Social,1,2.271,5
Internal Campaign > Email > Push Notifications > Paid Search > Paid Search > Internal Campaign > Email > Paid Social,1,5.513,2
Paid Search > Paid Search > Paid Search > Display > Paid Social > Push Notifications > Paid Social,1,3.245,2
Display > Paid Search > Paid Search > Paid Search > Paid Search > Paid Social > Paid Search > Paid Search > Email > Paid Search > Paid Search > Paid Social > Paid Social > Paid Search > Paid Social > Paid Search > Paid Search > Paid Search > Paid Social,2,4.15,6
Paid Search > Push Notifications,1,7.6,3
Display > Paid Social > Display > Push Notifications,1,1.878,2
Paid Search > Push Notifications > Push Notifications,0,0,3
Email > Paid Search > Paid Search,3,18.769,9
Push Notifications,1,6.5,3
Email > Push Notifications > Email,1,2.045,2
Display,1,2.6,2
Display > Display > Email > Display > Email,1,5.74,2
Paid Search > Display > Paid Search > Display > Display > Display > Display > Paid Search,1,3.112,2
Paid Search > Paid Search > Paid Search > Paid Search > Paid Search > Paid Search > Email > Email > Paid Social > Videos > Email > Videos > Email > Paid Social > Paid Social > Paid Social > Push Notifications > Paid Social > Paid Search > Push Notifications > Push Notifications,0,0,2
Push Notifications > Display > Push Notifications > Affiliate > Push Notifications,1,6.404,2
Display > Email > Paid Social > Email,1,3.8,3
Paid Search > Email > Push Notifications > Push Notifications > Push Notifications > Push Notifications > Paid Social,1,8.902,2
Push Notifications > Push Notifications,1,5.996,3
Paid Search > Paid Search > Display > Email,1,12.55,3
Push Notifications,2,11.798,5
Push Notifications > Push Notifications > Push Notifications > Paid Social > Push Notifications > Affiliate,1,1.05,3
Email > Internal Campaign > Push Notifications > Internal Campaign,1,2.7,3
Paid Search > Display > Display > Push Notifications > Paid Search > Display > Push Notifications > Paid Search,0,0,2
Paid Search > Display > Display > Push Notifications > Push Notifications > Push Notifications,1,2.75,2
Display > Paid Search,1,44.017,3
Paid Search > Push Notifications > Paid Social,1,9.15,3
Push Notifications,0,0,3
Push Notifications > Push Notifications > Push Notifications > Paid Search > Push Notifications > Push Notifications,0,0,2
Videos > Videos > Internal Campaign > Internal Campaign,1,5.471,3
Paid Search > Email > Paid Search > Paid Search > Paid Social > Paid Social > Paid Social > Paid Search > Paid Social,1,1.926,2
Display > Display > Push Notifications > Push Notifications > Push Notifications,1,4.476,2
Display > Email > Push Notifications > Push Notifications,1,9.129,2
Paid Search > Paid Search > Affiliate > Affiliate > Affiliate,1,2.127,2
Push Notifications > Display > Push Notifications > Push Notifications,1,6.493,3
Display > Push Notifications > Display > Display > Push Notifications > Push Notifications,1,5.695,3
Paid Search > Display > Paid Search > Paid Search,1,3.742,3
Paid Search > Videos > Videos > Affiliate,2,7.17,5
Display > Push Notifications > Paid Search > Paid Search > Paid Social,1,3.61,3
Display > Paid Search > Display > Paid Social > Push Notifications > Display > Paid Social > Paid Social,1,13.758,2
Paid Search > Paid Search > Paid Search > Paid Search > Internal Campaign,1,8.579,2
Paid Search > Videos > Email > Videos > Videos > Direct Mail,1,3.35,2
Paid Search > Push Notifications > Paid Social,1,9.109,2
Paid Social > Push Notifications > Push Notifications > Push Notifications,1,1.778,3
Paid Search > Paid Search > Videos,0,0,3
Email > Affiliate > Videos > Videos > Affiliate > Affiliate > Affiliate > Paid Social,1,7.53,3
Paid Search > Videos > SMS > Paid Search,1,3.296,2
Paid Search > Paid Search > Email > Paid Search > Paid Search > Paid Search > Email > Paid Search > Paid Social,1,2.03,3
Paid Search > Push Notifications > Paid Social > Push Notifications > Push Notifications > Push Notifications,1,2.004,3
Paid Social > Paid Social > Paid Social > Paid Social > Paid Social > Paid Social > Paid Social > Paid Social > Display > Paid Social > Paid Social > Affiliate > Paid Social > Paid Social > Paid Social > Paid Social,1,1.86,2
Affiliate > Push Notifications,1,0.596,3
Affiliate > Paid Social > Paid Social > Paid Social,1,2.016,3
Direct Mail > Paid Social > Paid Search > Paid Search > Paid Search > Paid Search > Paid Search > Paid Search > Paid Search > Paid Search > Paid Search > Paid Search > Paid Search > Display > Display > Paid Search > SMS > Push Notifications > Paid Search > Paid Search > Display > Paid Search > Paid Search > Paid Search > Display > Paid Social > Push Notifications > Display > Direct Mail > Display > Paid Social,1,0.938,2
Push Notifications > Push Notifications,0,0,2
Push Notifications > Paid Social > Paid Social,1,7.066,3
Paid Search > Paid Search > Paid Search > Videos > Videos > Videos > Paid Search > Videos > Paid Search > Paid Search > Paid Search > Paid Search > Paid Search > Paid Search > Paid Search > Videos > Paid Search > Videos > Paid Search > Videos > Paid Social > Videos,1,4.344,2
Videos > Videos > Videos > Videos > Videos > Videos > Videos > Videos > Videos > Videos > Videos > Videos > Paid Social > Email > Videos > Videos > Videos > Videos,1,1.41,3
Display > Display > Display > Display > Display > Display > Display > Push Notifications,1,1.7,3
Paid Search > Paid Social > Email > Paid Social > Email,1,2.4,3
Paid Search > Email > Videos > Paid Search > Affiliate,1,4,2
Display > Display > Push Notifications,1,3.23,2
Email > Videos > Email > Internal Campaign > Videos,1,1.42,3
Display > Email > Paid Search > Paid Search,1,3.224,3
Display,1,3.58,2
Paid Search > Paid Search > Paid Search > Display > Push Notifications > Display > Display > Paid Search,1,2.37,3
Paid Search > Paid Search > Paid Search > Paid Search > Paid Search > Paid Search > Push Notifications > Display > Paid Search > Email > Paid Search > Push Notifications > Email > Paid Search,1,1.724,2
Email > Email > Display > Display > Push Notifications > Email > Push Notifications > Paid Social > Paid Search > Videos > Paid Social > Paid Social > Paid Social > Push Notifications > Paid Search > Videos > Paid Social > Paid Social > Paid Social > Paid Social > Paid Social > Paid Social > Paid Social > Videos > Videos > Push Notifications > Videos,0,0,2
Push Notifications > Push Notifications,1,2.52,2
Paid Search > Paid Search > Paid Search > Paid Search,5,19.98,15
Push Notifications > Paid Social > Paid Social,1,10.381,3
Email > Paid Social > Paid Social > Email > Paid Social > Paid Social > Paid Social > Paid Social > Paid Social > Email > Paid Social > Paid Social > Paid Social > Paid Social > Paid Social > Paid Social > Paid Social > Paid Social,1,3.31,3
Paid Search > Direct Mail > Paid Search > Paid Search > Internal Campaign > Paid Search > Videos,1,3.56,3
Paid Search > Paid Search > Email > Push Notifications,1,5.71,3
Display > Display > Display > Display,0,0,2
Push Notifications > Push Notifications,1,5,3
Display > Push Notifications,1,5.007,3
Display > Push Notifications,1,8.299,3
Paid Search > Push Notifications > Paid Social,1,1.26,3
Paid Social > Push Notifications,1,1.269,3
SMS > Paid Social > Paid Social > Paid Social > Paid Social > Paid Social > Paid Social > Paid Social > Paid Social > Paid Social > Paid Social > Paid Social > Paid Social > Paid Social > Paid Social > Paid Social > Paid Social > Paid Social,1,2.604,3
Push Notifications > Push Notifications,1,2.014,2
Paid Search > Paid Search > Paid Search > Paid Social > Paid Social > Paid Search,1,4.415,2
Videos > Videos > Videos > Videos > Paid Search > Videos > Videos > Paid Search > Videos > Videos > Videos > Paid Search,1,2.28,3
Paid Search > Push Notifications > Paid Search > Email > Push Notifications > Email > Email > Paid Search > Email > Push Notifications > Display > Paid Search > Paid Search > Push Notifications > Paid Search > Paid Search > Paid Search > Push Notifications > Push Notifications > Paid Search > Push Notifications > Paid Search > Paid Search > Push Notifications,1,23.4,2
Display > Push Notifications > Paid Social > Push Notifications > Paid Social > Push Notifications,0,0,2
Paid Search > Paid Search > Paid Search > Paid Social > Paid Social > Paid Search > Paid Search > SMS > Paid Social > Paid Social > Email,1,14.772,3
Email > Paid Search > Paid Search > Paid Search > Email > Paid Search > Paid Social > Email > Paid Social,2,4.078,6
Paid Search > Paid Search > Paid Search > Email > Email,1,3.74,2
Push Notifications > Push Notifications > Email,2,6.125,6
Paid Search > Paid Search > Push Notifications > Push Notifications > Push Notifications,1,1.77,3
Display > Display > Paid Search > Display > Display > Display > Push Notifications > Display > Push Notifications > Push Notifications > Videos > Paid Social > Paid Social > Display > Display > Push Notifications,1,21.173,2
Display > Push Notifications > Display > Display > Display > Display,0,0,3
Display > Paid Search > Display > Push Notifications > Paid Social,1,3.602,2
Paid Search > Push Notifications,1,2.252,2
Push Notifications > Push Notifications,1,1.221,3
Display > Push Notifications > Display > Paid Social > Push Notifications > Display > Push Notifications > Display > Push Notifications > Display > Push Notifications > Display > Email > Push Notifications,1,5.55,3
Display > Display > Paid Social > Display > Paid Search > Paid Search,1,3.38,3
Paid Search > Email > Paid Search > Email > Email > Paid Search > Paid Search > Paid Search > Paid Search > Push Notifications > Paid Search > Push Notifications,0,0,3
Paid Social > Paid Social > Paid Social > Paid Social > Paid Social > Paid Social > Paid Social > Paid Search > Paid Search > Paid Social > Email > Paid Social > Paid Search > Paid Social > Paid Search > Paid Social > Paid Social > Paid Social > Paid Social > Paid Social > Paid Social > Paid Social > Paid Social > Paid Social > Paid Social > Email > Paid Social > Paid Social > Paid Social > Paid Social > Paid Social,1,2.8,2
Paid Search > Email > Paid Social > Affiliate > SMS > Email > Paid Social > Paid Social > Paid Social > Paid Social > Paid Social > Paid Social > Paid Search > Email > Paid Social > Paid Search > Email > Paid Social > Affiliate > Paid Social > Email,1,8.879,3
Paid Search > Display > Push Notifications > Push Notifications > Paid Search > Push Notifications > Push Notifications,1,4.707,2
Push Notifications > Paid Social,1,3.58,3
Display > Push Notifications > Display > Push Notifications,1,1.6,3
Display > Display > Display > Display > Display > Videos,1,14.236,2
Paid Search > Push Notifications,0,0,2
Display > Paid Search,0,0,2
Push Notifications > Paid Social,2,11.272,5
Paid Search > Display > Paid Search,1,2.252,3
Display > Affiliate,0,0,2
Push Notifications,1,2.38,3
Display > Paid Social > Paid Social,1,4.747,3
Display > Paid Search > Paid Search,1,10.5,3
Paid Social > Paid Social > Paid Social > Paid Social > Affiliate > Paid Social > Paid Social,1,0.605,3
Display,1,2.5,3
Display > Push Notifications,1,5.1,3
Paid Search > Display > Paid Social > Display > Paid Search > Paid Social > Paid Social > Paid Social,0,0,2
Paid Search > Push Notifications > Push Notifications,1,3.588,3
Push Notifications,1,0.181,2
Paid Search > Paid Search > Videos > Paid Search > Paid Search > Paid Search > Affiliate > Videos > Videos > Videos > Videos,1,2.822,3
Paid Search > Paid Search > Paid Search > Push Notifications > Push Notifications > Paid Search > Paid Social > Push Notifications > Paid Social,1,1.79,3
Email > Paid Search > Videos > Email > Paid Social > Display > Push Notifications,1,7.32,3
Paid Search > Display > Display > Paid Search > Display,1,0.91,3
Push Notifications > Push Notifications > Push Notifications > Push Notifications > Paid Social > Push Notifications > Push Notifications,1,4.33,2
Paid Search > Email > Push Notifications > Push Notifications > Paid Social,1,1.03,3
Videos > Paid Search > Email,1,23.556,2
Paid Search > Paid Search > Email,1,2.426,3
Paid Search > Display > Push Notifications,1,1.66,2
Push Notifications > Videos,1,2.15,3
Paid Search > Paid Search > Paid Search > Paid Search > Paid Search > Paid Search > Email,1,2.86,3
Display > Push Notifications,4,18.464,17
Paid Search > Paid Social > Paid Search > Paid Search > Paid Search,1,3.6,2
Push Notifications > Paid Search > Affiliate > Paid Search > Affiliate > Paid Search > Affiliate > Paid Search,1,1.226,3
Push Notifications > Paid Search > SMS > Paid Search > Paid Search > Paid Search > Paid Search > Paid Search > Paid Search > Paid Search > Paid Search > Affiliate > Paid Search > Paid Social > Display > Paid Social > Paid Social > Push Notifications > Paid Social > Paid Search > Paid Search > Paid Search > Paid Search > Paid Search > Paid Search > Paid Search > Push Notifications > Paid Search > Paid Search > Push Notifications > Paid Social > Paid Search > Push Notifications > Paid Search > Paid Search > Paid Search > Paid Search > Paid Search > Paid Search > Paid Search > Paid Search > Paid Search > Push Notifications > Push Notifications > Paid Search > Push Notifications > Push Notifications > Push Notifications > Paid Search,1,1.9,2
Display > Display > Display,1,4.6,3
Email > Paid Search > Paid Search > Email > Paid Social > Videos > Paid Search > Email > Paid Search > Videos > Email > Videos > Videos > Videos > Videos,0,0,2
Email > Paid Search > Paid Search > SMS > Paid Social > Email > Paid Search > Paid Social > Paid Search > Email,1,3.3,2
Paid Search > Push Notifications > Paid Social,0,0,2
Display > Paid Search,1,3.509,3
Direct Mail > Paid Social > Paid Social > Paid Social > SMS,1,3.9,2
Paid Search > Paid Search > Paid Search > Internal Campaign,1,2.64,3
Display > Display > Push Notifications,1,4.677,2
Display > Paid Search > Paid Search > Display > Push Notifications,0,0,2
Push Notifications > Paid Social > Paid Social,1,2.02,2
Push Notifications > Paid Social,1,5.58,3
Paid Search > Display > Push Notifications,1,6.12,2
Paid Search > Paid Search > Paid Search > Paid Search > Paid Search,0,0,3
Push Notifications,0,0,2
Display > Paid Search > Display > Videos > Videos,0,0,3
Paid Search > SMS > Email > Paid Search > Push Notifications > Paid Social > Paid Search > Paid Search,0,0,3
Display > Display > Push Notifications,1,6.355,2
Videos > Videos > Paid Social > Videos > Videos > Paid Search,1,7.185,2
Paid Search > Videos > Paid Search > Paid Search > Videos,1,1.057,2
Internal Campaign > Internal Campaign,0,0,3
Paid Search > Paid Search > Display > Display > Push Notifications > Paid Social > Paid Social > Paid Social > Paid Social > Display,1,0.95,3
Email > Push Notifications > Push Notifications > Push Notifications,1,9.956,2
Display > Paid Search > Display > Email > Paid Social,0,0,3
Email > Email > Affiliate > Email > Email > Email > Email > Paid Social > Email > Email > Email > Paid Social > Paid Social,1,2.401,2
Paid Search > Paid Search > Paid Search > Paid Search > Videos > Paid Search > Paid Search,1,6.547,3
Paid Search > Paid Search > Videos > Videos > Videos > Paid Search > SMS > Audio,1,2.83,3
Push Notifications > Paid Social > Display > Push Notifications > Affiliate > Paid Social > Push Notifications > Push Notifications,1,2.54,3
Push Notifications > Push Notifications,1,5.66,3
Paid Search > SMS > Paid Social > Videos > Direct Mail > Videos > Paid Search,1,6.34,2
Paid Search > Paid Social > Paid Social > Paid Social > Email > Paid Social > Email,1,5.459,6
Paid Search > Paid Social > Paid Search > Email > Paid Social > Paid Social > Paid Search > Paid Search > Email > Paid Social > Paid Social > Paid Social > Push Notifications > Email,2,3.344,6
Videos > Internal Campaign > SMS > Videos > Videos > Internal Campaign,1,2.974,2
Display > Paid Search > Push Notifications > Display > Push Notifications,0,0,3
Push Notifications,1,1.248,2
Paid Search > Paid Search > Push Notifications > Push Notifications > Paid Search > Push Notifications > Push Notifications > Push Notifications > Paid Search,0,0,3
Display > Push Notifications > Display > Display > Display,0,0,3
Videos > Push Notifications,1,2.75,3
Paid Search > Paid Search > Paid Search > Paid Search > Paid Search > Paid Search > Paid Search > Paid Search > Paid Social > Paid Social > Paid Search > Videos > Paid Social > Paid Social > Videos > Videos > Videos > Paid Social > Videos > Paid Search > Paid Social > Videos > Paid Social > Paid Social > Paid Social,1,2.2,2
Display > Display > Display > Push Notifications > Push Notifications > Display > Display > Push Notifications > Paid Social,1,0.19,2
Paid Search > Paid Search,16,57.37963636,56
Paid Search > Paid Search > Paid Search > Paid Search > Paid Search > Paid Search > Paid Social > Paid Social > Paid Search > Paid Social > Paid Search > Paid Search > Paid Search > Paid Search > SMS > Affiliate > Paid Social > Paid Social > Paid Social > Paid Social > Paid Social > Paid Social > Paid Social,1,2.9,2
Paid Search > Paid Search > Paid Search > Paid Search > Paid Search > Email > Videos,1,7.967,3
Push Notifications > Paid Social > Affiliate,2,5.652,5
Paid Search > Display > Paid Search,1,4.04,3
Email > Internal Campaign > Email > Internal Campaign,1,2.114,3
Display > Paid Search,1,6.3,2
Paid Search > Paid Search > Display > Paid Search > Paid Search > Paid Search > Paid Search > Paid Search > Display > Push Notifications,0,0,3
Internal Campaign > Paid Search > Paid Search,2,3.515,6
Paid Search > Affiliate > Paid Search > Paid Social,0,0,2
Display > Push Notifications,1,2.015,3
Push Notifications,3,1.369,7
Push Notifications > Paid Social,0,0,2
Paid Search > Direct Mail,1,4.04,3
Display > Display > Push Notifications > Display,1,2.057,3
Paid Search > SMS > Affiliate,1,10.34,2
Paid Search > Paid Search > Display > Paid Search > Email > Paid Search,1,1.799,2
Display > Paid Search > Push Notifications,1,7.648,3
Display > Display > Display > Display,1,6.5,2
Push Notifications,13,8.874666667,61
Display > Paid Search > Videos > Videos,1,7.941,2
Direct Mail,4,14.97866667,15
Display,1,6.13,2
Push Notifications > Internal Campaign > Push Notifications > Email,3,17.649,8
Push Notifications,1,0.907,3
Display > Push Notifications > Display > Push Notifications,1,4.921,3
Videos > Videos > Videos > Paid Social > Videos,2,26.983,6
Display > Push Notifications > Affiliate > Display > Push Notifications,1,4.845,3
Push Notifications > Push Notifications,0,0,3
Display > Display > Paid Social,1,6.34,3
Paid Social > Paid Search > Paid Search > Paid Social > Paid Social,1,2.466,3
Paid Search > Paid Social > Paid Search > Paid Social > Paid Social > Paid Search > Affiliate,1,1.9,2
Push Notifications > Paid Social,5,29.381,17
Push Notifications > Paid Social,0,0,2
Email > Paid Search > Email > Paid Search,1,2.86,3
Push Notifications > Paid Search > Videos > Videos > Videos > Paid Social > Paid Social > Paid Social,1,4.132,3
Push Notifications > Push Notifications > Push Notifications,1,1.343,2
Email > Paid Search > Paid Search > Paid Social > Push Notifications > SMS > Email > Push Notifications > Email > Paid Search > Push Notifications > Paid Search > Push Notifications,1,7.497,2
Paid Search > Paid Search > Paid Search > Paid Search,1,8.272,3
Paid Search > Paid Search > Paid Social > Paid Social > Direct Mail > Direct Mail,1,0.348,3
Push Notifications > Push Notifications > Push Notifications,0,0,3
Display > Display > Push Notifications,1,2.36,3
